20240901	03:18:47 	 dad05844-236c-4c8a-9498-b97750411f38 	 /new-page.html 	 GET 
20240901	03:18:47 	 481f57b2-9c0b-41ea-b8bd-28b1101a45e4 	 /css/style.css 	 GET 
20240901	03:18:47 	 0cd2376d-6dfb-4a50-ac08-9f6ad2cf5dde 	 /img/img1.jpg 	 GET 
20240901	03:18:47 	 5457536d-4082-4fa2-995a-7d0947aafe06 	 /favicon.ico 	 GET 
20240903	03:05:33 	 7cccbd17-54b9-421c-b3da-f6987243b0d8 	 GET 	 undefined 	 /img/img1.jpg  
20240903	03:08:30 	 1f881b84-0982-4b05-b5be-a13601f8f54b 	 GET 	 undefined 	 /new-page  
20240903	03:08:30 	 b0a712f9-b040-43c7-8d5b-1ac58daebd66 	 GET 	 undefined 	 /css/style.css  
20240903	03:08:30 	 96234703-3a34-43ea-a1ea-e71997bf28cb 	 GET 	 undefined 	 /img/img1.jpg  
20240903	03:08:32 	 501047eb-8a19-42e2-a2a4-feac595ba1b1 	 GET 	 undefined 	 /new-page  
20240903	03:08:32 	 1a9f6e47-34a1-4c1b-87af-fd646665e30a 	 GET 	 undefined 	 /css/style.css  
20240903	03:08:32 	 dabdbaa4-89ee-4c81-97ec-da5cc9b4a0a0 	 GET 	 undefined 	 /img/img1.jpg  
20240903	03:08:33 	 92ea5522-453b-42a1-a118-ff81ee4c2ba6 	 GET 	 undefined 	 /new-page  
20240903	03:08:33 	 28d26e06-ad57-4b1b-a3f8-af42598eb3ed 	 GET 	 undefined 	 /css/style.css  
20240903	03:08:33 	 379327d0-77c6-4f24-ae32-4bcb943a9ebc 	 GET 	 undefined 	 /img/img1.jpg  
20240903	03:08:34 	 cd96c2f4-7de4-4b86-9297-376699f69f95 	 GET 	 undefined 	 /new-page  
20240903	03:08:34 	 32f42eff-fa6e-4228-9fae-21e6a40807b5 	 GET 	 undefined 	 /css/style.css  
20240903	03:08:34 	 bedae8b6-deca-4083-9b67-e9b6703b620a 	 GET 	 undefined 	 /img/img1.jpg  
20240903	03:08:49 	 ea69cf59-9ab2-4d1c-b5c1-6f1bb35cc266 	 GET 	 undefined 	 /  
20240903	03:08:49 	 f2288608-98a9-45a1-ac69-b292d9d00fdf 	 GET 	 undefined 	 /css/style.css  
20240903	03:08:51 	 f953dbbe-3dbd-429b-a01b-b23f1acf4c02 	 GET 	 undefined 	 /  
20240903	03:08:51 	 acd6b251-2500-4cb2-ab10-eb39c65de397 	 GET 	 undefined 	 /css/style.css  
20240903	03:11:12 	 83d0f115-5788-4da9-abfd-c9f397ba4547 	 GET 	 undefined 	 /  
20240903	03:11:12 	 3a0bc833-59c1-4058-b796-701e3d9bebbd 	 GET 	 undefined 	 /css/style.css  
20240903	03:11:39 	 1badadfd-090c-4ec6-b31e-717e32426a0d 	 GET 	 undefined 	 /  
20240903	03:11:39 	 78749573-cee6-4d25-83a2-9731368bb81f 	 GET 	 undefined 	 /css/style.css  
20240903	03:11:41 	 6657eb26-f694-4b2f-8b6a-f12c328e8504 	 GET 	 undefined 	 /  
20240903	03:11:41 	 788e8a8a-6f3a-4e29-9536-ee0c45817567 	 GET 	 undefined 	 /css/style.css  
20240903	03:14:32 	 8abd8c14-c861-425d-8b72-d5b5940d046e 	 GET 	 undefined 	 /j  
20240903	03:14:32 	 f2bd47f1-5912-449a-99a1-60b25869ab18 	 GET 	 undefined 	 /css/style.css  
20240903	03:46:58 	 8290352d-f57a-4c07-944a-52d50ce72948 	 GET 	 undefined 	 /subdir  
20240903	03:47:40 	 9d49b350-f9ef-4721-9dd5-1a5db536cfbc 	 GET 	 undefined 	 /test  
20240903	03:47:40 	 48f22df7-bf62-4edb-94f6-7fa2913cce72 	 GET 	 undefined 	 /css/style.css  
20240903	03:48:26 	 1135d606-1a75-4dba-8dc3-690272859a1a 	 GET 	 undefined 	 /test  
20240903	03:48:26 	 24fe3ace-66c9-4fb5-b280-70ea23c41329 	 GET 	 undefined 	 /css/style.css  
20240903	03:48:28 	 70ae5d8f-3c5e-4a71-9882-d58dc45d251b 	 GET 	 undefined 	 /test  
20240903	03:48:28 	 ea20b73c-229d-4d12-8e49-d9358bde5d3b 	 GET 	 undefined 	 /css/style.css  
20240903	03:51:47 	 6b41c7a9-617f-42b8-8650-ca4a9753ded3 	 GET 	 undefined 	 /test  
20240903	03:54:32 	 512959f5-d56a-4e99-9618-ccf07ce34e10 	 GET 	 undefined 	 /subdir/test  
20240904	14:39:08 	 2f86f239-d3d7-481d-b680-862da50a8130 	 GET 	 undefined 	 /  
20240904	14:39:09 	 c6a7018d-c2b0-415d-a92a-8b278b86eecb 	 GET 	 undefined 	 /css/style.css  
20240904	14:39:09 	 d11c6bff-055d-41d3-bafe-250c316d1c23 	 GET 	 undefined 	 /favicon.ico  
20240904	14:52:44 	 df9c5331-6500-4e67-b900-3a777610b518 	 GET 	 undefined 	 /  
20240904	14:52:44 	 e5d9a63c-1da6-40f3-9132-bd500bdfce76 	 GET 	 undefined 	 /css/style.css  
20240904	14:53:16 	 3f5365e4-b6f5-49d1-a4cf-9fa504556603 	 GET 	 undefined 	 /new-page.html  
20240904	14:53:16 	 5da8c839-d21a-4e9b-8021-7b842949d440 	 GET 	 undefined 	 /img/img1.jpg  
20240904	14:53:16 	 af98a05f-3262-4072-8877-743158e52748 	 GET 	 undefined 	 /css/style.css  
20240904	14:53:54 	 9a35d572-d1a4-4bc3-9321-d67a35dc6653 	 GET 	 undefined 	 /new-page.html  
20240904	14:53:54 	 9e37e41e-75bb-4f71-8326-72a9a4d458ec 	 GET 	 undefined 	 /css/style.css  
20240904	14:53:54 	 cbf3934b-2d88-4f1f-993b-3bb8d3f54df7 	 GET 	 undefined 	 /img/img1.jpg  
20240904	14:54:29 	 4e279cab-b78b-4d72-95d9-d259186a9c76 	 GET 	 undefined 	 /new-page.html  
20240904	14:54:29 	 38b0914d-3f4d-4531-a351-3a6258d26d48 	 GET 	 undefined 	 /css/style.css  
20240904	14:54:29 	 ab6adbbf-969d-47f8-9318-ef1c7ba890bc 	 GET 	 undefined 	 /img/img1.jpg  
20240904	15:30:57 	 2051b848-fc04-45be-b427-186763a14ed7 	 GET 	 undefined 	 /new-page.html  
20240904	15:30:57 	 bf9039df-ed37-4811-bb78-108532caa4c3 	 GET 	 undefined 	 /css/style.css  
20240904	15:30:57 	 dc5da253-f9bc-4df4-b51e-cf6b5545992a 	 GET 	 undefined 	 /img/img1.jpg  
20240905	00:35:29 	 a673e1e9-a3fd-4c9b-93d5-0a34a460066a 	 GET 	 undefined 	 /employees  
20240905	00:46:58 	 3896b713-932b-48f7-a3ab-3d2a05d09b4a 	 GET 	 undefined 	 /employees  
20240905	00:51:00 	 7f82b1b5-98a6-4b09-acc5-b1f931ba90af 	 POST 	 undefined 	 /employees  
20240905	00:53:35 	 69ffb595-8861-4d61-bd40-106f0443e48f 	 PUT 	 undefined 	 /employees  
20240905	00:54:34 	 ef7eb1a5-36ef-4c4b-bee1-36c8ec9a4a10 	 DELETE 	 undefined 	 /employees  
20240905	00:55:41 	 e720dedd-7540-4bf7-a961-48e0c8f386f7 	 GET 	 undefined 	 /employees/1  
20240905	03:03:24 	 e666c07d-34e4-44cb-ae89-f029fcf17802 	 GET 	 undefined 	 /employees  
20240905	03:04:59 	 793f48cd-b646-4a80-9708-ae11cdb12876 	 POST 	 undefined 	 /employees  
20240905	03:06:48 	 dda8cd6b-7026-4108-9063-314de151d5a0 	 PUT 	 undefined 	 /employees  
20240905	03:07:46 	 7ddf357a-a6ef-4786-82df-e771a5bb28a7 	 DELETE 	 undefined 	 /employees  
20240905	03:08:10 	 fb716a12-b51d-4d33-b496-c194cfdb697b 	 GET 	 undefined 	 /employees/1  
20240905	03:08:49 	 ab43b3f1-2070-4447-b01c-224fe1f57c0b 	 GET 	 undefined 	 /employees  
20240905	03:09:12 	 986441fd-21c3-4e8e-ae3e-67f528653d1d 	 GET 	 undefined 	 /employees/1  
20240905	03:11:24 	 4cd26bd5-2d33-4f63-8a11-f68d0880ad95 	 GET 	 undefined 	 /employees/1  
20240905	11:23:51 	 86b19f22-7ead-47af-8f9c-0bdcf04c58ac 	 POST 	 undefined 	 /register  
20240906	01:17:12 	 ac101937-50d5-4f07-af6e-608f4a515da8 	 POST 	 undefined 	 /register  
20240906	01:23:17 	 b0bacf78-338f-42d7-ae0e-c082938843e0 	 POST 	 undefined 	 /register  
20240906	01:36:13 	 f68d1dcf-0a26-4a95-9e4d-2e942c4e4c56 	 POST 	 undefined 	 /register  
20240906	01:37:13 	 222c4ef4-83c1-4ecf-b003-5136f02b9af4 	 POST 	 undefined 	 /register  
20240906	01:43:18 	 865e81a1-a78c-43f5-9bc7-13c7b88081b0 	 POST 	 undefined 	 /register  
20240906	01:50:56 	 419473ce-d66d-498b-b383-605f7e36a92e 	 POST 	 undefined 	 /register  
20240906	01:53:24 	 f05b2d10-2b6b-470e-b104-68d8217ec7d9 	 POST 	 undefined 	 /register  
20240906	01:56:08 	 15339ba8-dab7-435e-b044-b37f7d8857df 	 POST 	 undefined 	 /register  
20240906	01:56:30 	 a1276d08-ecd9-412c-af80-a42b79c45bec 	 POST 	 undefined 	 /register  
20240906	02:01:16 	 b429cce8-4ba3-4a73-9715-c2010bc72b36 	 POST 	 undefined 	 /register  
20240906	02:46:06 	 824c4bb2-07c0-4709-b410-e1f7d36ccac6 	 POST 	 undefined 	 /register  
20240906	02:46:17 	 e348afce-70ee-45d9-93da-96c81c264740 	 POST 	 undefined 	 /register  
20240906	02:46:36 	 c04921e0-1612-4f17-8900-27d4e1484980 	 POST 	 undefined 	 /register  
20240906	02:46:56 	 71a706cb-815a-4958-aebe-601392afa368 	 POST 	 undefined 	 /register  
20240906	02:56:17 	 fee22e96-2c60-4b88-8475-61914860b229 	 POST 	 undefined 	 /auth  
20240906	02:56:46 	 e98fae13-7378-4810-9669-18e9fe7e30e5 	 POST 	 undefined 	 /auth  
20240908	00:53:07 	 5c211004-bc89-45d1-b422-1a7ed4ea80a1 	 POST 	 undefined 	 /auth  
20240908	00:53:57 	 bbc22c54-ad04-4fba-a43e-61a48d08fa1c 	 POST 	 undefined 	 /register  
20240908	00:54:12 	 203cbac0-65fc-43a2-a8a8-adc6f868f55a 	 POST 	 undefined 	 /auth  
20240908	00:56:11 	 27874b75-dec6-4cdb-8548-a0597515e9d1 	 POST 	 undefined 	 /employees  
20240908	00:56:50 	 e44093f6-728e-4fde-a1e7-58dbc4f5e7ae 	 POST 	 undefined 	 /employees  
20240908	00:57:54 	 a23a526e-b7c4-4509-9475-0c5621e414c9 	 POST 	 undefined 	 /auth  
20240908	00:58:16 	 2f871d50-9d32-4d7f-a85d-996445860540 	 POST 	 undefined 	 /auth  
20240908	00:58:52 	 50f99dab-2873-4dc7-9587-b6221dd15a21 	 GET 	 undefined 	 /employees  
20240908	01:13:39 	 40ae9e9a-7c4c-4c87-aea2-a361e7a36560 	 GET 	 undefined 	 /auth  
20240908	01:14:32 	 0a137ad7-1ec4-4e48-ab10-396104241468 	 GET 	 undefined 	 /register  
20240908	01:16:06 	 d16313cb-e762-406a-b524-7ea3655b0bb4 	 GET 	 undefined 	 /register  
20240908	01:16:47 	 11066b23-b653-4f77-9db0-8475924cbf81 	 GET 	 undefined 	 /auth  
20240908	01:18:51 	 3855d9cc-298f-493b-a7fa-8e19baa1e02a 	 POST 	 undefined 	 /employees  
20240908	02:47:46 	 81287cce-88d1-49bf-a3de-15764b9208a1 	 POST 	 undefined 	 /auth  
20240908	02:48:27 	 d8af34fc-375f-4549-9dcc-f3f3afd89b80 	 POST 	 undefined 	 /auth  
20240908	02:48:58 	 74a41242-c72b-4f82-a8f1-92b309e5824d 	 POST 	 undefined 	 /register  
20240908	02:49:11 	 b325631a-18e5-4177-ada5-95f99c1505b5 	 POST 	 undefined 	 /auth  
20240908	02:51:13 	 d9d8b688-0855-4d6e-af33-1bb7bc585b83 	 POST 	 undefined 	 /refresh  
20240908	02:51:31 	 2b936d67-7a5e-4ea6-97a5-daef996f3f2d 	 GET 	 undefined 	 /refresh  
20240908	02:56:35 	 3a6b9b6d-8d96-4c6a-9249-4a633dc4102e 	 GET 	 undefined 	 /refresh  
20240908	03:04:34 	 e180df52-8b50-4367-b944-903a5214de25 	 GET 	 undefined 	 /refresh  
20240908	03:48:37 	 06d3d5d0-f93f-45ec-bb1f-17a75d33ffed 	 POST 	 undefined 	 /auth  
20240908	03:49:37 	 5fbd1be4-a313-4c1e-834e-6295bf313e50 	 GET 	 undefined 	 /logout  
20240908	03:51:19 	 39d2fceb-9902-43b7-a49b-e0570ec97c10 	 GET 	 undefined 	 /refresh  
20240908	13:19:09 	 63ac3950-aab7-4535-b7dc-77c152191575 	 GET 	 undefined 	 /register  
20240908	13:20:05 	 e385c666-b3bf-42bb-af11-a230ea29d9b3 	 POST 	 undefined 	 /register  
20240908	13:20:38 	 ce049720-22fc-466a-9815-7f7cb6c289d7 	 POST 	 undefined 	 /auth  
20240908	13:21:38 	 74fe28b6-f006-4806-85ff-8745f75d6cce 	 POST 	 undefined 	 /employees  
20240917	01:38:23 	 6bf3fb1b-911c-41bf-9cd4-1489d4d95f64 	 POST 	 undefined 	 /register  
20240917	01:40:31 	 eaf9bbff-bcdc-40bf-bb06-f411ccf3ff67 	 POST 	 undefined 	 /register  
20240917	01:48:51 	 f94e62a8-4ff8-4f5a-a8e8-b229515e1b19 	 POST 	 undefined 	 /register  
20240917	01:54:29 	 6876cff0-5f23-455e-a497-a29d06614af7 	 POST 	 undefined 	 /employees  
20240917	01:55:05 	 64fa886a-3a56-4dda-9b76-e6fd4b7ae04e 	 POST 	 undefined 	 /employees  
20240917	01:55:25 	 c9add3d6-8814-457b-aad5-d2171b960c3e 	 POST 	 undefined 	 /employees  
20240917	01:55:51 	 3bf72118-e952-4823-8e86-75bf7828ad23 	 POST 	 undefined 	 /register  
20240917	03:05:09 	 3cb91520-3910-41a4-b078-66f1586acd59 	 POST 	 undefined 	 /register  
20240917	11:37:07 	 29ef7614-d56b-49e8-af7d-b38b1d9ece3d 	 POST 	 undefined 	 /register  
20240917	11:38:15 	 dddf3a3e-9d3b-4ecf-9769-7e80ace59426 	 POST 	 undefined 	 /auth  
20240917	11:43:40 	 13e570f1-6bcf-41cf-8605-ace041af83f7 	 POST 	 undefined 	 /auth  
20240917	11:44:57 	 955af9ea-3b55-4dc4-a6eb-35cb30553250 	 POST 	 undefined 	 /auth  
20240917	11:45:18 	 c58cfc63-d4c5-423e-b206-a2d05ca9efdb 	 GET 	 undefined 	 /logout  
